epoch,kl_weight,validation_loss,elbo_validation,reconstruction_loss_validation,kl_local_validation,kl_global_validation,train_loss,elbo_train,reconstruction_loss_train,kl_local_train,kl_global_train
190,1.0,23341.115234375,23341.1171875,23307.30859375,33.809364318847656,0.0,21974.44140625,21974.447265625,21947.97265625,26.47456169128418,0.0
191,1.0,23359.552734375,23359.556640625,23325.365234375,34.19081115722656,0.0,21972.7578125,21972.74609375,21946.212890625,26.533010482788086,0.0
192,1.0,23369.904296875,23369.90625,23335.37890625,34.52741241455078,0.0,21971.236328125,21971.248046875,21944.728515625,26.51908302307129,0.0
193,1.0,23362.443359375,23362.447265625,23327.875,34.57145309448242,0.0,21969.779296875,21969.77734375,21943.259765625,26.51753044128418,0.0
194,1.0,23418.240234375,23418.2421875,23383.916015625,34.32540512084961,0.0,21968.09765625,21968.10546875,21941.521484375,26.584077835083008,0.0
195,1.0,23350.005859375,23350.00390625,23315.3828125,34.6216926574707,0.0,21966.65234375,21966.64453125,21939.96875,26.676265716552734,0.0
196,1.0,23364.49609375,23364.4921875,23329.8828125,34.60858917236328,0.0,21965.115234375,21965.115234375,21938.45703125,26.657426834106445,0.0
197,1.0,23333.912109375,23333.9140625,23298.892578125,35.02095031738281,0.0,21963.875,21963.87109375,21937.181640625,26.689041137695312,0.0
198,1.0,23375.337890625,23375.33984375,23341.10546875,34.23505783081055,0.0,21962.369140625,21962.353515625,21935.53125,26.821943283081055,0.0
199,1.0,23393.81640625,23393.81640625,23359.2734375,34.54258728027344,0.0,21960.6640625,21960.654296875,21933.9140625,26.740726470947266,0.0
